0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Turkic_Probability,Prediction
Bulgaria_EIA:I19481,0.119514,0.161469,0.012068,-0.054264,0.027082,-0.013108,-0.013866,0.000923,0.01493,0.040092,0.024845,0.005845,-0.011001,0.003853,-0.020494,-0.033015,-0.00678,0.00228,-0.000126,-0.016883,-0.008984,0.008779,0.00456,-0.004699,0.002634,4.9691798e-14,Not Turkic
Bulgaria_EIA:I20180,0.117238,0.167562,0.007542,-0.063308,0.035391,-0.02259,0.003055,-0.005307,0.010226,0.046106,0.000812,0.001199,-0.013082,0.001651,-0.020629,-0.01843,-0.00691,-0.001267,0.001006,-0.014382,-0.011979,-0.001113,-0.002342,-0.006868,-0.011616,6.1447386e-10,Not Turkic
Bulgaria_EIA:I20181,0.119514,0.158423,0.007542,-0.040375,0.03416,-0.024821,-0.004465,-0.003923,0.015953,0.042279,0.001137,0.004646,-0.022894,0.004679,-0.013165,0.000796,0.030119,0.007981,0.015964,-0.007629,-0.007986,0.002226,-0.006162,0.003494,-0.015807,5.1867626e-09,Not Turkic
Bulgaria_EIA:I20183,0.120652,0.164516,0.013576,-0.042636,0.033545,-0.020359,0.003995,-0.001846,0.015339,0.048293,-0.000162,0.013188,-0.011893,-0.002615,-0.029587,0.003182,0.021513,0.00228,0.008422,-0.002126,-0.009733,-0.004575,0.002342,0.005061,-0.007784,4.2584745e-09,Not Turkic
Bulgaria_EIA:I20184,0.113823,0.171624,0.008674,-0.060078,0.02739,-0.026216,-0.00047,0.000692,0.016975,0.052666,-0.001949,0.009591,-0.027502,0.005092,-0.023072,-0.022673,0.001434,0.002787,0.011187,-0.016383,-0.01722,0.001607,-0.002342,0.001687,-0.000599,1.07744915e-11,Not Turkic
Bulgaria_EIA:I20185,0.124067,0.158423,0.008674,-0.052972,0.034468,-0.031794,0.004935,-0.004846,0.007158,0.045923,0.008282,0.014537,-0.015609,-0.006606,-0.03013,-0.011138,0.009388,0.006208,0.011941,-0.008129,-0.008235,0.004575,0.000616,0.001566,-0.003592,1.2791708e-11,Not Turkic
Bulgaria_EIA:I20186,0.121791,0.155376,0.00792,-0.060401,0.03139,-0.026774,0.00705,-0.004615,0.007158,0.043554,0.003897,0.008243,-0.018583,0.006881,-0.026465,-0.016441,0.001956,0.005068,0.012067,-0.016008,-0.011355,0.004204,-0.002835,0.001325,-0.001197,2.6644558e-11,Not Turkic
Bulgaria_IA:I5769,0.125205,0.158423,0.006034,-0.052972,0.031698,-0.02259,0.004465,-0.000231,0.00859,0.032802,0.002598,0.005095,-0.01442,-0.002064,-0.016422,-0.001458,0.012126,0.004941,0.004777,-0.013256,-0.006613,0.000989,-0.004314,0.003615,-0.011256,4.8832867e-09,Not Turkic
Bulgaria_Krepost_N:I0679_d,0.113823,0.156392,-0.029793,-0.066215,0.014772,-0.034861,-0.00893,-0.008769,0.010022,0.050662,-0.003248,0.009442,-0.024678,-0.004954,-0.022394,-0.015115,0.022817,-0.001394,0.008296,-0.009505,-0.012478,0.000371,-0.013064,0.000843,-0.000838,1.9526314e-12,Not Turkic
Bulgaria_LateAntiquity:I18792,0.110408,0.179749,0.003771,-0.056202,0.023389,-0.020359,-0.003055,0.001846,0.01718,0.043737,-0.008769,0.003297,-0.028246,-0.016239,-0.019137,-0.005171,0.02386,-0.010642,-0.003897,-0.006003,-0.016097,0.017064,-0.002342,0.022292,-0.008143,4.9539487e-12,Not Turkic
Bulgaria_LIA:I19500,0.117238,0.1635,0.003017,-0.053618,0.022466,-0.009482,-0.00329,-0.002077,0.00225,0.032438,0.004384,0.008692,-0.016501,0.002064,-0.020222,-0.023071,0.002608,0.005574,0.013827,-0.006253,-0.004492,0.011252,-0.005053,0.006507,-0.006706,5.8549e-11,Not Turkic
Bulgaria_MalakPreslavets_N_oHighEEF:I1109,0.126344,0.178733,0.034318,-0.073967,0.057241,-0.038208,0.005875,-0.003692,0.031906,0.073988,0.020136,0.016186,-0.007136,-0.003165,-0.039766,-0.011668,0.025425,0.000887,0.00729,-0.006503,-0.006988,0.003833,-0.006286,-0.01458,-0.015448,6.8283138e-15,Not Turkic
Bulgaria_MalakPreslavets_N_oHighEEF:I3879,0.1161,0.175687,0.010936,-0.10336,0.060934,-0.050479,-0.004465,-0.003923,0.049086,0.091665,0.005359,0.005245,-0.026016,-0.016928,-0.041395,-0.014187,0.018123,0.013429,-0.000503,-0.016758,-0.019715,-0.005564,-0.001356,0.005302,-0.018322,1.6217495e-15,Not Turkic
Bulgaria_MalakPreslavets_N_oLowEEF:I1108,0.119514,0.150298,0.070144,-0.001615,0.073244,-0.010598,-0.011516,0.017999,0.035996,0.033349,0.007957,0.003147,0.001784,-0.003578,-0.00855,-0.007292,-0.007823,0.003421,0.004525,0.003252,0.010731,0.008161,-0.009983,-0.038921,0.00479,5.8954857e-08,Not Turkic
Bulgaria_MalakPreslavets_N:I1113,0.124067,0.159438,0.053928,0.000323,0.071706,-0.01004,-0.003055,0.001846,0.031497,0.051573,-0.002436,-0.00045,0.001784,-0.001789,-0.02158,0.006497,0.022296,0.005321,0.010433,0.013882,0.013351,0.005688,-0.012325,-0.042175,-0.002634,1.2747603e-07,Not Turkic
Bulgaria_MalakPreslavets_N:I1295,0.120652,0.168578,0.031301,-0.040698,0.063396,-0.01506,0.00329,-0.003923,0.031088,0.058862,0.002111,0.009142,-0.013379,0.009221,-0.025651,0.002254,0.02034,0.005574,0.017975,0.000375,-0.000873,-0.000247,-0.005669,-0.020967,-0.006466,9.100206e-09,Not Turkic
Bulgaria_MalakPreslavets_N:I1297,0.137726,0.169593,0.058077,-0.022287,0.084323,-0.013945,0.001175,0.017307,0.021475,0.052484,-0.000162,0.003297,-0.014123,-0.004679,-0.007872,0.014983,0.025295,0.004307,0.00088,0.01013,0.004991,0.011129,-0.006039,-0.007832,-0.001676,5.3791305e-09,Not Turkic
Bulgaria_MalakPreslavets_N:I2215_enhanced,0.118376,0.155376,0.049403,-0.018734,0.050779,-0.022032,-0.010105,0.006692,0.051335,0.040639,0.021598,-0.000899,-0.008325,0.00578,-0.016422,0.005834,0.004042,0.011022,0.016215,0.006753,0.00025,0.003215,0.00986,-0.017352,-0.005628,3.3287368e-08,Not Turkic
Bulgaria_Medieval_oEastAsia:I2525,0.10927,0.072103,0.042992,0.010982,0.008001,-0.000837,0.00705,0.003692,-0.000205,0.002187,-0.001137,0.005245,0.001635,0.004404,-0.004614,-0.013524,-0.014603,0.003927,0.003645,0.006003,-0.012353,0.000866,-0.000986,-0.001687,0.001317,0.0015710861,Not Turkic
Bulgaria_Medieval:I10548,0.127482,0.128972,0.026021,0.006783,0.018773,0.006972,0.002585,0.008077,-0.000614,-0.004009,-0.001299,-0.001948,0.012042,0.005505,-0.0019,0.000928,-0.002868,-0.003547,0.000503,0.005002,-0.003119,0.000495,0.006655,-0.000602,-0.002994,0.0040802867,Not Turkic
Bulgaria_Medieval:I17980,0.117238,0.138112,0.0,-0.014858,0.004616,0.001673,-0.00329,-0.004846,-0.009817,0.009112,0.002436,0.007643,0.000149,0.007294,-0.013572,0.009016,0.017993,0.004054,0.00264,-0.010255,-0.007861,-0.002597,0.007148,0.004217,-0.004191,4.9578707e-06,Not Turkic
Bulgaria_MLBA:I2163,0.126344,0.102568,0.049026,0.081396,0.007078,0.031515,0.001175,0.004615,-0.030065,-0.034625,-0.006008,0.001049,-0.002825,-0.021882,0.025244,0.023203,0.011995,-0.003294,-0.003017,0.003627,0.002371,-0.004451,0.00912,0.014701,-0.001557,1.7770244e-05,Not Turkic
Bulgaria_N_o:I17981,0.119514,0.17264,0.027153,-0.063631,0.057241,-0.037371,0.002585,-0.011307,0.037632,0.066698,0.005034,0.008243,-0.019029,0.003165,-0.040445,-0.011668,0.021644,0.003041,0.011061,-0.008129,-0.007986,0.00507,0.001602,-0.011327,-0.002515,1.4596096e-13,Not Turkic
Bulgaria_N_oEEF:I0706,0.121791,0.165531,0.031301,-0.05168,0.064012,-0.030957,0.00094,-0.003231,0.031292,0.063236,-0.002111,0.008093,-0.019326,-0.009771,-0.020901,-0.011138,0.015907,0.009628,0.010559,-0.02176,0.000749,0.004699,-0.012818,-0.016749,-0.002994,2.6632292e-12,Not Turkic
Bulgaria_N:I0698,0.118376,0.182795,0.010936,-0.089794,0.063704,-0.043228,0.00235,-0.002538,0.045609,0.085651,0.005846,0.014537,-0.028989,-0.00289,-0.029316,-0.016971,0.013038,0.0,0.008799,-0.007128,-0.008235,0.015333,-0.005546,0.001325,-0.004071,3.615935e-16,Not Turkic
Bulgaria_N:I0704_enhanced,0.136588,0.173656,0.00264,-0.096254,0.062473,-0.059404,-0.001645,-0.003461,0.026997,0.096221,0.012342,0.029524,-0.022745,-0.003578,-0.042209,-0.000928,0.044331,0.009628,0.006159,-0.024762,-0.008984,-0.005935,-0.005176,0.002771,-0.007903,3.6372914e-18,Not Turkic
Bulgaria_N:I11134,0.124067,0.185842,0.010182,-0.091732,0.044931,-0.04267,-0.00282,0.005769,0.043155,0.083829,0.013478,0.013038,-0.017245,0.005092,-0.033251,-0.025325,0.007693,0.002534,0.015209,-0.014882,-0.009358,0.013107,0.003204,0.00241,-0.00934,1.5196602e-16,Not Turkic
Bulgaria_N:I11135,0.124067,0.176702,0.012822,-0.087856,0.050779,-0.046575,-0.002115,-0.006231,0.034974,0.081095,0.005359,0.012439,-0.027205,0.003303,-0.038002,-0.014054,0.017471,0.005194,0.014204,-0.019509,-0.014974,0.003957,-0.005423,-0.005663,-0.011017,7.5031e-15,Not Turkic
Bulgaria_N:I11270,0.111547,0.179749,0.011691,-0.095931,0.055087,-0.05271,-0.00893,-0.003461,0.046427,0.077268,0.005034,0.010341,-0.031219,0.001514,-0.039495,-0.013922,0.015776,0.007728,0.011816,-0.01013,-0.004118,0.02065,-0.016022,-0.004699,-0.0097,3.2640835e-16,Not Turkic
Bulgaria_N:I1298_enhanced,0.130897,0.171624,0.015085,-0.099484,0.063704,-0.027889,-0.003525,-0.020538,0.040905,0.070525,0.003085,0.004196,-0.016204,-0.00055,-0.038002,0.001458,0.0236,0.004941,0.015084,-0.008004,-0.005241,-0.004822,0.000123,-0.00241,0.002634,7.8184556e-13,Not Turkic
Bulgaria_N:I2521,0.117238,0.183811,0.008674,-0.089148,0.046162,-0.048806,0.001645,-0.006692,0.038041,0.084558,0.015102,0.005245,-0.021258,0.005092,-0.040988,-0.018165,0.021774,0.005448,0.007919,-0.012006,-0.020589,0.007172,-0.005793,-0.005061,-0.000599,2.2013894e-16,Not Turkic
Bulgaria_N:I2529_enhanced,0.119514,0.179749,-0.004148,-0.075905,0.043393,-0.032909,0.00376,-0.006,0.032928,0.080731,0.018512,0.01109,-0.019029,0.000963,-0.03678,-0.008088,0.022687,0.005574,0.009176,-0.014007,-0.010981,0.007419,-0.004807,-0.008917,0.000599,1.0917064e-15,Not Turkic
Bulgaria_Varna_C:ANI159-ANI181,0.127482,0.166547,0.017348,-0.053618,0.050779,-0.032351,0.00752,-0.005769,0.028429,0.065058,0.002761,0.000899,-0.013974,0.002477,-0.032709,-0.007425,0.015776,0.003167,0.015461,-0.001876,-0.012228,0.006801,-0.007272,-0.011327,-0.007664,1.1846141e-10,Not Turkic
Cameroon_SMA:I10871,-0.606677,0.053823,0.014331,0.028424,0.000923,0.004183,0.132546,-0.095534,0.009613,-0.001276,-0.005359,-0.024578,-0.02215,-0.003853,0.001086,0.000928,0.007953,0.021284,-0.005028,-0.001126,-0.002745,-0.000866,0.001356,-0.000723,-0.007065,4.2516227e-10,Not Turkic
Cameroon_SMA:I10872,-0.600986,0.060932,0.013576,0.026163,-0.006463,0.001394,0.114685,-0.095765,0.01493,-0.009294,0.002761,-0.019333,-0.020218,-0.003716,0.003529,0.000265,0.014603,0.015709,-0.001634,-0.002626,-0.00287,0.002102,-0.002958,-0.004097,0.00012,9.0468064e-11,Not Turkic
Cameroon_SMA:I10873,-0.607815,0.049761,0.017348,0.021641,-0.000923,0.003347,0.146177,-0.115841,0.005318,0.001093,0.002923,-0.042562,-0.025718,0.004954,0.005429,-0.003315,0.00326,0.020904,-0.006788,-0.000125,-0.002995,-0.002844,-0.005793,-0.001566,-0.007424,4.5002085e-11,Not Turkic
Cameroon_SMA:I10874,-0.614645,0.05687,0.016216,0.027778,-0.003077,0.001116,0.153462,-0.113995,0.005318,0.002369,0.002923,-0.035968,-0.02661,-0.000413,0.00665,-0.005701,0.008084,0.016976,-0.010307,-0.006878,0.001248,-0.002102,-0.004314,-0.000964,-0.003712,5.4973027e-12,Not Turkic
Canada_6500BP.SG:XVII-B-939_noUDG.SG,0.053497,-0.335125,0.107857,0.075582,-0.107405,-0.020917,-0.192004,-0.233529,-0.004909,-0.019317,-0.006171,0.008393,0.003717,-0.007294,-0.006515,-0.008751,0.000782,0.007601,0.006285,0.006128,-0.000749,-0.005564,0.00986,0.00723,0.00491,2.4519548e-05,Not Turkic
Canada_ASO.SG:CK-09_noUDG.SG,0.054635,-0.321923,0.112382,0.066861,-0.101557,-0.010598,-0.22044,-0.255451,-0.012271,-0.040821,-0.00065,0.001499,0.015907,0.004266,-0.006379,0.003845,-0.01004,-0.0019,-0.005279,-0.010255,0.000998,0.012489,-0.001232,-0.000843,-0.008981,3.2708074e-05,Not Turkic
Canada_ASO.SG:CK-13_noUDG.SG,0.044391,-0.304659,0.109742,0.090117,-0.096941,-0.022311,-0.236421,-0.281527,-0.011453,-0.020046,0.006658,-0.004496,-0.000892,0.006055,-0.010179,-0.003315,0.005998,-0.003674,0.006536,0.002251,0.0,-0.006554,-0.001232,0.007953,0.003592,4.2979723e-06,Not Turkic
Canada_BigBar_5700BP.SG:19651_noUDG.SG,0.052359,-0.311768,0.106348,0.085272,-0.09848,-0.013108,-0.198584,-0.240682,-0.005113,-0.013121,-0.002923,-0.004346,-0.003271,-0.003028,-0.008958,0.001061,0.001173,-0.000253,0.006159,0.016633,0.00574,-0.006801,0.003697,0.005543,0.006107,3.7369722e-05,Not Turkic
Canada_LateDorset.SG:LateDorset-XIV-H_126_noUDG.SG,0.045529,-0.372699,0.108988,0.009367,-0.118176,-0.04769,-0.017626,-0.018461,0.011862,-0.008747,0.018188,-0.004946,0.008474,-0.026699,-0.031487,-0.019491,-0.011995,0.021537,0.027779,0.014132,0.019715,-0.041918,-0.004807,0.013014,0.018202,3.8647606e-08,Not Turkic
Canada_MDorset:I10427,0.043253,-0.384886,0.12181,0.008398,-0.111713,-0.04769,-0.007755,-0.007154,0.009613,-0.014214,0.023709,0.004196,0.015758,-0.022845,-0.028908,-0.007955,-0.00678,0.015583,0.020992,0.024762,0.017095,-0.035241,0.005176,0.01687,0.02862,1.963582e-07,Not Turkic
CanaryIslands_Guanche.SG:gun002_noUDG.SG,-0.056912,0.120848,-0.007165,-0.07429,0.020619,-0.039045,-0.038777,0.018922,0.070152,0.056311,0.012991,-0.002997,0.027205,-0.024084,0.020087,-0.011933,-0.008866,-0.021284,-0.040349,0.019509,-0.00836,-0.042289,0.034016,0.008917,0.008023,9.942604e-15,Not Turkic
CanaryIslands_Guanche.SG:gun005_noUDG.SG,-0.01935,0.122879,0.00264,-0.05491,0.047086,-0.0251,-0.037602,0.013384,0.064425,0.025513,0.004222,-0.009741,0.013974,-0.018854,0.016422,0.00716,0.02047,-0.015583,-0.03419,0.017008,-0.0141,-0.027575,0.020336,-0.008555,-0.00479,8.152712e-11,Not Turkic
CanaryIslands_Guanche.SG:gun008_noUDG.SG,-0.023903,0.146236,-0.001508,-0.068476,0.043393,-0.038487,-0.035017,0.007384,0.062789,0.035718,0.006658,-0.001798,0.010555,-0.016515,0.023615,-0.027976,-0.015125,-0.016089,-0.044623,0.005253,-0.015473,-0.030419,0.013804,0.001084,-0.005389,3.8323257e-14,Not Turkic
CanaryIslands_Guanche.SG:gun011_noUDG.SG,-0.044391,0.138112,-0.011691,-0.063954,0.02739,-0.034304,-0.034547,0.011769,0.069538,0.025513,0.010718,-0.009142,0.024826,-0.010872,0.026601,-0.020286,-0.009518,-0.013936,-0.055181,0.005878,-0.019091,-0.046741,0.026745,-0.006266,0.007065,6.686773e-15,Not Turkic
CanaryIslands_Guanche.SG:gun012_noUDG.SG,-0.061464,0.133034,-0.000754,-0.074936,0.027697,-0.038487,-0.033136,0.002538,0.074856,0.028247,0.013316,-0.007943,0.01115,-0.021607,0.026737,-0.014054,0.015907,-0.015456,-0.055936,0.012381,-0.009982,-0.037096,0.024526,-0.006145,0.013771,7.2663926e-17,Not Turkic
ChannelIslands_EIA:I26628,0.133173,0.147252,0.057699,0.033915,0.055087,0.008925,0.015746,0.000923,0.011862,0.012757,0.008282,0.006145,-0.015907,-0.020231,0.014386,0.025457,0.019688,0.009122,-0.001634,0.006253,0.003494,-0.003215,-0.003081,0.015785,-0.003353,1.348299e-07,Not Turkic
ChannelIslands_IA:I16430,0.121791,0.148267,0.052797,0.027778,0.050163,0.012271,-0.00188,0.009461,0.020861,0.024055,-0.007145,0.012889,-0.008622,0.000963,0.019951,-0.005038,-0.013821,0.007728,-0.000503,-0.003627,0.018093,0.007172,-0.017871,-0.003735,-0.003712,1.9863673e-08,Not Turkic
ChannelIslands_IA:I16505,0.133173,0.144205,0.061471,0.033269,0.049855,0.001116,0.002585,0.004615,0.013294,0.00893,0.00682,-0.004796,-0.008176,-0.008808,0.038273,-0.000133,-0.00326,-0.007095,0.004525,0.002376,-0.006613,0.007296,-0.001725,-0.012532,0.000239,1.0355171e-05,Not Turkic
ChannelIslands_LIA_LaTene:I26629,0.140002,0.132019,0.063356,0.055233,0.059088,0.003347,0.000705,0.005077,0.012476,0.004191,0.011854,-0.009891,-0.007879,-0.007156,0.012758,0.01074,0.001695,0.004941,0.00088,-0.006003,-0.017719,0.01286,-0.012695,0.000602,0.006586,1.679187e-06,Not Turkic
ChannelIslands_LN:I16425,0.129758,0.177718,0.069767,-0.003876,0.089555,-0.016733,-0.004465,0.0,0.065039,0.084193,-0.000487,0.007194,-0.020515,-0.009909,-0.001764,0.024662,0.020731,-0.002027,0.009679,0.002751,0.032942,0.000866,-0.020089,-0.040608,-0.000599,4.535024e-13,Not Turkic
ChannelIslands_LN:I16438,0.133173,0.165531,0.06939,-0.018734,0.07386,-0.004183,-0.00517,0.000923,0.059516,0.082917,0.00065,0.015137,-0.033597,-0.025185,-0.007057,0.016043,0.015646,-0.012289,0.000377,0.008504,0.018967,0.004699,-0.011955,-0.037596,-0.000359,6.9573884e-15,Not Turkic
ChannelIslands_MN:I16437,0.135449,0.169593,0.033187,-0.062016,0.082477,-0.030678,-0.00846,-0.007154,0.062993,0.087291,0.009419,0.015736,-0.038652,-0.016652,-0.003664,-0.01896,-0.004955,0.001394,0.008045,-0.007629,0.003244,0.000742,-0.02884,-0.032414,-0.010418,4.16673e-15,Not Turkic
ChannelIslands_MN:I16444,0.127482,0.176702,0.0445,-0.051034,0.077861,-0.029005,-0.00564,-0.002769,0.05788,0.091847,-0.006008,0.015436,-0.028692,-0.021469,-0.012486,0.000928,0.024512,0.002027,0.005531,-0.002251,0.003244,0.007543,-0.015406,-0.014339,-0.000479,8.7493564e-14,Not Turkic
Chile_CaletaHuelen_MH_1100BP:I2538,0.054635,-0.323954,0.125204,0.092055,-0.122177,-0.026774,-0.291648,-0.345909,-0.01493,-0.023144,-0.012666,-0.009292,0.006838,0.018579,-0.018594,0.009944,-0.000913,0.011909,0.002137,0.003377,-0.003868,-0.000247,-0.008134,0.001928,0.001437,2.7017481e-06,Not Turkic
Chile_CaletaHuelen_MH_1100BP:I2540,0.05805,-0.309736,0.124073,0.093347,-0.105558,-0.017012,-0.300579,-0.356754,-0.014317,-0.026242,0.002111,0.006294,-0.002527,0.016377,-0.005836,0.009679,0.005998,-0.008742,0.009176,0.010755,0.00262,0.005317,-0.004067,-0.001084,0.000958,6.43216e-07,Not Turkic
Chile_Conchali_700BP:I1752,0.054635,-0.314814,0.119547,0.093993,-0.11756,-0.021753,-0.291648,-0.351908,-0.013294,-0.020775,0.002923,-0.001948,0.005054,0.023671,-0.009908,0.000398,0.009257,0.000887,0.005279,0.001,-0.004492,-0.000495,-0.001479,0.00494,-0.005149,6.2325455e-07,Not Turkic
Chile_Conchali_700BP:I1754,0.055773,-0.317861,0.116907,0.086564,-0.119407,-0.016733,-0.296583,-0.353293,-0.007976,-0.020046,-0.001949,-0.00045,-0.004014,0.024497,-0.006786,0.001591,0.010561,0.000507,-0.005279,0.003502,0.001747,0.009769,-0.007395,-0.002771,0.005389,1.0567448e-07,Not Turkic
Chile_LIP_Pukara_600BP:I17497,0.045529,-0.328016,0.113136,0.111436,-0.114175,-0.021753,-0.32173,-0.368754,-0.022293,-0.004556,-0.002761,0.003447,-0.00669,0.029038,0.002036,0.013392,0.019297,-0.017103,-0.000503,-0.002001,-0.002496,0.01422,-0.005176,0.009278,0.006945,2.7401136e-08,Not Turkic
Chile_LIP_Pukara_700BP:I14009,0.059188,-0.322938,0.128598,0.099807,-0.116637,-0.028726,-0.316794,-0.359062,-0.016975,-0.002734,-0.006333,0.001649,0.005203,0.028626,-0.001493,0.004641,0.002217,0.009628,-0.003645,-0.003377,-0.002246,0.000371,-0.00456,0.000241,0.001197,2.3534014e-07,Not Turkic
Chile_LosRieles_12000BP:I11974,0.045529,-0.301612,0.121433,0.103037,-0.10802,-0.016455,-0.291648,-0.345447,-0.009408,-0.020957,0.004872,-0.006594,-0.000297,0.021882,-0.008686,0.005436,0.007823,0.000507,0.000754,0.00963,0.000125,0.001978,0.003451,0.003133,-0.00012,7.1826855e-07,Not Turkic
Chile_LosRieles_5100BP:I1753,0.045529,-0.31583,0.116153,0.097869,-0.12033,-0.017291,-0.296818,-0.349139,-0.020452,-0.017677,0.002761,0.004796,0.006392,0.017203,-0.005972,0.006364,0.002347,-0.004687,0.00264,0.001876,0.007612,0.000618,-0.011092,-0.003374,-0.002994,4.2752302e-07,Not Turkic
Chile_NorthTierradelFuego_Selknam_100BP:I8576,0.047806,-0.314814,0.121433,0.096254,-0.123408,-0.019801,-0.289298,-0.349832,-0.016362,-0.013668,-0.004384,-0.002398,0.005203,0.023809,0.0,0.007955,0.007823,0.003294,-0.006662,0.006503,-0.001622,-0.001237,-0.003697,-0.004579,-0.000958,9.1159103e-07,Not Turkic
Chile_PicaOcho_700BP:I2537,0.05122,-0.314814,0.124827,0.0969,-0.119715,-0.019801,-0.301284,-0.364369,-0.019225,-0.015672,0.00065,-0.00015,0.001784,0.025185,-0.005836,-0.001193,0.011865,0.002914,0.00264,-0.001501,-0.004991,0.013725,-0.006039,0.004338,-0.003473,1.3097358e-07,Not Turkic
Chile_PuntaSantaAna_7300BP.SG:SA5832_noUDG.SG,0.045529,-0.307705,0.123318,0.097223,-0.118176,-0.015618,-0.282953,-0.340832,-0.015135,-0.013485,-0.005846,-0.002398,-0.001041,0.027937,-0.00475,0.002652,-0.000913,0.000127,0.005154,0.005503,-0.005116,0.000618,0.001356,0.000723,0.000239,2.3870773e-06,Not Turkic
Chile_SouthernContinent_Aonikenk_400BP:I8575,0.055773,-0.317861,0.121056,0.087533,-0.1231,-0.023427,-0.297758,-0.356985,-0.015135,-0.01549,-0.002923,0.003447,0.000595,0.022157,-0.002307,0.012729,0.001304,0.006588,-0.004022,0.0005,0.005116,0.007172,-0.003821,0.008676,-0.007424,4.3029425e-07,Not Turkic
Chile_StraitOfMagellan_Kaweskar_100BP_o.SG:AM74_noUDG.SG,0.053497,-0.301612,0.115399,0.0969,-0.099403,-0.015339,-0.275902,-0.339909,-0.008385,-0.006378,0.000325,0.002997,-0.006095,0.028213,-0.008007,0.010342,0.003781,0.00038,-0.007416,0.002626,-0.002246,-0.004081,-0.005176,0.005422,-0.001916,1.1835897e-06,Not Turkic
Chile_WesternArchipelago_Ayayema_5100BP.SG:A460_noUDG.SG,0.048944,-0.311768,0.114645,0.093993,-0.118484,-0.01757,-0.285773,-0.34037,-0.015135,-0.015126,0.001299,-0.006444,0.00223,0.019542,-0.0076,0.009149,0.007562,0.001267,0.006159,0.003627,0.000499,0.006677,0.002095,0.00012,0.001557,1.1540171e-06,Not Turkic
Chile_WesternArchipelago_Kaweskar_1200BP.SG:IPK13a_noUDG.SG,0.055773,-0.319892,0.110496,0.095931,-0.100019,-0.016176,-0.287418,-0.350062,-0.015339,-0.017859,-0.000487,-0.001649,0.003568,0.025735,-0.004072,0.007292,0.004303,0.00038,0.00264,0.004752,0.001123,0.005935,-0.005669,0.004458,-0.001557,9.0394946e-07,Not Turkic
Chile_WesternArchipelago_Kaweskar_800BP.SG:IPK12_noUDG.SG,0.05805,-0.312783,0.114645,0.093024,-0.106481,-0.016455,-0.287183,-0.352601,-0.016362,-0.021322,-0.000812,-0.002248,0.0,0.027249,-0.010179,0.001989,0.001043,-0.003167,-0.004148,0.003877,-0.004742,-0.001978,-0.007641,-0.004699,-0.004191,8.2077673e-07,Not Turkic
Chile_Yamana_BeagleChannel_800BP.SG:IPY08b_noUDG.SG,0.050082,-0.310752,0.119547,0.094316,-0.115098,-0.020359,-0.288828,-0.346832,-0.012885,-0.022415,-0.002598,0.002398,0.008771,0.016377,-0.010722,0.00053,0.005346,-0.007348,-0.004274,-0.0005,-0.001622,0.001731,-0.000739,0.007832,0.002155,5.58731e-07,Not Turkic
Chile_Yamana_BeagleChannel_800BP.SG:IPY10_noUDG.SG,0.052359,-0.312783,0.122941,0.095285,-0.118176,-0.017291,-0.289533,-0.347524,-0.015339,-0.020046,0.00341,0.001948,-0.001189,0.018992,-0.008007,0.007292,0.003781,-0.001267,-0.003017,-0.003126,-0.00262,0.000495,-0.007641,0.0,0.001197,9.679418e-07,Not Turkic
China_AmurRiver_LPaleolithic:NE34_noUDG,0.012521,-0.439724,0.062979,-0.050065,-0.029852,-0.029284,0.003055,0.001385,0.010022,0.011299,-0.045144,0.004196,-0.000297,0.001514,-0.007057,-0.010475,0.004824,0.006968,0.006034,0.02051,-0.00025,-0.015333,-0.011832,-0.005302,-0.020597,0.0067402897,Not Turkic
China_AmurRiver_LPaleolithic:NE5_noUDG,0.014797,-0.445817,0.062602,-0.041021,-0.03693,-0.031794,0.003525,0.003,0.011658,0.011116,-0.052127,-0.005845,-0.001338,0.003028,-0.003257,-0.00358,0.004303,0.005701,0.011061,0.009505,0.010482,-0.023494,-0.019843,-0.017352,-0.019759,0.0008514236,Not Turkic
China_AmurRiver_LPaleolithic:NE56_noUDG,0.006829,-0.430584,0.016216,-0.049096,0.017542,-0.005299,-0.003055,-0.010615,-0.001432,0.006196,-0.036537,-0.007793,0.005352,-0.001789,-0.004886,0.000663,0.001825,0.00152,0.00088,-0.002501,0.015223,-0.01422,0.003204,-0.005904,-0.017483,0.0023708628,Not Turkic
China_AmurRiver_Mesolithic:NE3_noUDG,0.020488,-0.448864,0.069767,-0.053618,-0.043393,-0.034025,0.00235,0.002077,0.012067,0.01549,-0.042546,0.001049,0.007879,0.009083,0.002443,-0.010607,-0.004433,0.005954,0.01169,0.009254,-0.003993,-0.025102,-0.020829,-0.002289,-0.02371,0.0035231218,Not Turkic
China_AmurRiver_Mesolithic:NE4_noUDG,0.017073,-0.44988,0.070522,-0.049096,-0.041854,-0.038487,0.000235,0.002308,0.001636,0.022962,-0.053101,-0.01169,-0.001189,0.001789,-0.010993,-0.008486,0.005867,0.0019,0.011187,0.012006,0.012353,-0.023741,-0.021075,-0.000723,-0.018681,0.00022998599,Not Turkic
China_AmurRiver_Mesolithic:NE8_noUDG,0.015935,-0.447848,0.065619,-0.043282,-0.051702,-0.047411,0.004465,0.013384,0.004704,0.024966,-0.041084,-0.009292,0.003419,0.004679,-0.0019,-0.005701,0.001956,-0.001014,0.023003,0.019259,0.000499,-0.025349,-0.023171,0.005302,-0.012693,0.001359169,Not Turkic
